strategy,my_second_last_move,my_last_move,opponent_second_last_move,opponent_last_move,opponent_next_move
random,R,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,R,R,R,R
random,R,S,R,R,R
random,S,S,R,R,R
random,S,S,R,R,R
random,S,P,R,R,R
random,P,R,R,R,R
random,R,R,R,R,R
random,R,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
random,P,P,R,R,R
random,P,P,R,R,R
random,P,S,R,R,R
random,S,P,R,R,R
random,P,P,R,R,R
random,P,R,R,R,R
random,R,P,R,R,R
random,P,S,R,R,R
random,S,R,R,R,R
random,R,R,R,R,R
random,R,P,R,R,R
